Journal Name,ISSN,EISSN,IF,Best Quartile,Quartiles,Eigen Factor,MIF,Column1
INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH,1049-8931,1557-0657,3.1,Q2,PSYCHIATRY - SSCI (Q2),0.003,3.35,
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,0020-7438,1471-6380,1,Q2,AREA STUDIES - SSCI (Q2),0.00146,1,
International Journal of Mobile Communications,1470-949X,1741-5217,1.6,Q4,COMMUNICATION - SSCI (Q4),0.00033,2.6,
International Journal of Multilingualism,1479-0718,1747-7530,2.3,Q1,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3); LINGUISTICS - SSCI (Q1),0.00232,1.8,
International Journal of Music Education,0255-7614,1744-795X,1.8,Q3,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.00084,2.4,
International Journal of Nursing Knowledge,2047-3087,2047-3095,1.4,Q4,NURSING - SSCI (Q4),0.00035,2,
International Journal of Nursing Practice,1322-7114,1440-172X,1.9,Q3,NURSING - SSCI (Q3),0.00189,2,
INTERNATIONAL JOURNAL OF NURSING STUDIES,0020-7489,1873-491X,8.1,Q1,NURSING - SSCI (Q1),0.01362,2,
International Journal of Occupational Safety and Ergonomics,1080-3548,2376-9130,2.4,Q3,"ERGONOMICS - SSCI (Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q3)",0.00237,3.13,
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,0306-624X,1552-6933,1.5,Q3,"CRIMINOLOGY & PENOLOGY - SSCI (Q3); PSYCHOLOGY, APPLIED - SSCI (Q4)",0.00337,2.5,
International Journal of Older People Nursing,1748-3735,1748-3743,2.2,Q2,GERONTOLOGY - SSCI (Q3); NURSING - SSCI (Q2),0.00123,2.35,
INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,0144-3577,1758-6593,9.9,Q1,MANAGEMENT - SSCI (Q1),0.00551,4.8,
INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,1047-482X,1099-1212,1,Q3,ANTHROPOLOGY - SSCI (Q3),0.00162,1.2,
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,0960-0035,1758-664X,6.7,Q2,MANAGEMENT - SSCI (Q2),0.00284,4.8,
International Journal of Press-Politics,1940-1612,1940-1620,4.8,Q1,COMMUNICATION - SSCI (Q1); POLITICAL SCIENCE - SSCI (Q1),0.0045,2.25,
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,0263-7863,1873-4634,8,Q1,MANAGEMENT - SSCI (Q1),0.00451,4.8,
INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE,0091-2174,1541-3527,2,Q3,PSYCHIATRY - SSCI (Q3),0.00082,3.35,
INTERNATIONAL JOURNAL OF PSYCHOANALYSIS,0020-7578,1745-8315,1.2,Q1,"PSYCHOLOGY, PSYCHOANALYSIS - SSCI (Q1)",0.00132,0.6,
International Journal of Psychological Research,2011-7922,2011-2084,1.1,Q4,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q4)",0.00018,2.4,
INTERNATIONAL JOURNAL OF PSYCHOLOGY,0020-7594,1464-066X,3.2,Q2,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q2)",0.00358,2.4,
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,0167-8760,1872-7697,3,Q2,"PSYCHOLOGY, BIOLOGICAL - SSCI (Q2); PSYCHOLOGY, EXPERIMENTAL - SSCI (Q2)",0.00604,2.45,
International Journal of Public Health,1661-8556,1661-8564,4.6,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q1)",0.00652,3.05,
INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,0954-2892,1471-6909,1.8,Q3,COMMUNICATION - SSCI (Q3); POLITICAL SCIENCE - SSCI (Q3),0.00235,2.25,
International Journal of Qualitative Methods,1609-4069,1609-4069,5.4,Q1,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI (Q1)",0.01175,1.9,
International Journal of Qualitative Studies on Health and Well-Being,1748-2623,1748-2631,1.8,Q3,"NURSING - SSCI (Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q4); SOCIAL SCIENCES, BIOMEDICAL - SSCI (Q3)",0.00196,2.42,
INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH,0342-5282,1473-5660,1.7,Q3,REHABILITATION - SSCI (Q3),0.00116,1.95,
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,0167-8116,1873-8001,7,Q2,BUSINESS - SSCI (Q2),0.00475,4.8,
International Journal of Retail & Distribution Management,0959-0552,1758-6690,4.4,Q3,BUSINESS - SSCI (Q3); MANAGEMENT - SSCI (Q3),0.0022,4.8,
International Journal of Science and Mathematics Education,1571-0068,1573-1774,2.2,Q3,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.00315,2.4,
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,0950-0693,1464-5289,2.3,Q3,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.00464,2.4,
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,0965-075X,1468-2389,2.2,Q3,"MANAGEMENT - SSCI (Q4); PSYCHOLOGY, APPLIED - SSCI (Q3)",0.0009,4,
International Journal of Sexual Health,1931-7611,1931-762X,2,Q2,"PSYCHOLOGY, CLINICAL - SSCI (Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q3); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI (Q2)",0.00097,2.58,
International Journal of Shipping and Transport Logistics,1756-6517,1756-6525,1.5,Q4,MANAGEMENT - SSCI (Q4); TRANSPORTATION - SSCI (Q4),0.00029,4.45,
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,0020-7640,1741-2854,7.5,Q1,PSYCHIATRY - SSCI (Q1),0.00723,3.35,
International Journal of Social Psychology,0213-4748,1579-3680,1.8,Q4,"PSYCHOLOGY, SOCIAL - SSCI (Q4)",0.00025,2.7,
International Journal of Social Research Methodology,1364-5579,1464-5300,3.3,Q1,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI (Q1)",0.00511,1.9,
INTERNATIONAL JOURNAL OF SOCIAL WELFARE,1369-6866,1468-2397,1.9,Q2,SOCIAL WORK - SSCI (Q2),0.00092,1.8,
International Journal of Speech Language and the Law,1748-8885,1748-8893,0.4,Q4,CRIMINOLOGY & PENOLOGY - SSCI (Q4); LINGUISTICS - SSCI (Q4),0.00011,1.5,
International Journal of Speech-Language Pathology,1754-9507,1754-9515,1.8,Q2,LINGUISTICS - SSCI (Q2); REHABILITATION - SSCI (Q3),0.00166,1.57,
International Journal of Sport and Exercise Psychology,1612-197X,1557-251X,3.3,Q2,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q3); PSYCHOLOGY, APPLIED - SSCI (Q2)",0.00202,3.4,
International Journal of Sport Finance,1558-6235,1930-076X,1,Q4,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q4)",0.00021,3.6,
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,0047-0767,N/A,0.8,Q4,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q4); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q4)",0.00021,3,
International Journal of Sports Marketing & Sponsorship,1464-6668,2515-7841,2.2,Q4,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q4)",0.00069,3.6,
International Journal of Sports Science & Coaching,1747-9541,2048-397X,1.9,Q4,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q4); PSYCHOLOGY, APPLIED - SSCI (Q4)",0.00216,3.4,
International Journal of STEM Education,2196-7822,2196-7822,6.7,Q1,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q1),0.00333,2.4,
International Journal of Strategic Property Management,1648-715X,1648-9179,2.7,Q4,MANAGEMENT - SSCI (Q4),0.00054,4.8,
INTERNATIONAL JOURNAL OF STRESS MANAGEMENT,1072-5245,1573-3424,4,Q2,"PSYCHOLOGY, APPLIED - SSCI (Q2)",0.00169,3.2,
International Journal of Sustainability in Higher Education,1467-6370,1758-6739,3.1,Q2,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q2); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI (Q4),0.00186,3.67,
International Journal of Sustainable Transportation,1556-8318,1556-8334,3.9,Q2,ENVIRONMENTAL STUDIES - SSCI (Q2); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI (Q3); TRANSPORTATION - SSCI (Q3),0.00359,4.08,
INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,0957-7572,1573-1804,2.1,Q3,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.00128,2.4,
INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,0267-5730,1741-5276,2.8,Q4,MANAGEMENT - SSCI (Q4),0.00058,4.8,
International Journal of the Commons,1875-0281,1875-0281,1.9,Q4,ENVIRONMENTAL STUDIES - SSCI (Q4),0.00112,3.2,
International Journal of the History of Sport,0952-3367,1743-9035,0.6,Q2,"HISTORY - SSCI (Q2); HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q4)",0.00101,2.1,
International Journal of Tourism Research,1099-2340,1522-1970,4.6,Q2,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q2)",0.00294,3.6,
International Journal of Transgender Health,2689-5269,2689-5277,4.6,Q1,"PSYCHOLOGY, CLINICAL - SSCI (Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q1); SOCIAL SCIENCES, BIOMEDICAL - SSCI (Q1); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI (Q1)",0.0014,2.49,
International Journal of Transitional Justice,1752-7716,1752-7724,1.6,Q2,INTERNATIONAL RELATIONS - SSCI (Q3); LAW - SSCI (Q2); POLITICAL SCIENCE - SSCI (Q3),0.00103,1.67,
International Journal of Transport Economics,0391-8440,N/A,0.6,Q4,ECONOMICS - SSCI (Q4); TRANSPORTATION - SSCI (Q4),9.00E-05,3.1,
INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,0309-1317,1468-2427,3.3,Q2,GEOGRAPHY - SSCI (Q2); REGIONAL & URBAN PLANNING - SSCI (Q2); URBAN STUDIES - SSCI (Q2),0.00549,2.73,
INTERNATIONAL JOURNAL OF URBAN SCIENCES,1226-5934,2161-6779,2.9,Q2,ENVIRONMENTAL STUDIES - SSCI (Q3); URBAN STUDIES - SSCI (Q2),0.00097,2.95,
INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,0147-5479,1471-6445,0.5,Q3,HISTORY - SSCI (Q3); INDUSTRIAL RELATIONS & LABOR - SSCI (Q4),0.00077,1.6,
INTERNATIONAL LABOUR REVIEW,0020-7780,1564-913X,1.5,Q3,ECONOMICS - SSCI (Q3); INDUSTRIAL RELATIONS & LABOR - SSCI (Q3),0.00073,2.35,
INTERNATIONAL MARKETING REVIEW,0265-1335,1758-6763,5,Q2,BUSINESS - SSCI (Q2),0.0022,4.8,
INTERNATIONAL MIGRATION,0020-7985,1468-2435,1.9,Q3,DEMOGRAPHY - SSCI (Q3),0.00357,2.2,
INTERNATIONAL MIGRATION REVIEW,0197-9183,1747-7379,3.8,Q1,DEMOGRAPHY - SSCI (Q1),0.0034,2.2,
International Multilingual Research Journal,1931-3152,1931-3160,2.1,Q1,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3); LINGUISTICS - SSCI (Q1),0.00074,1.8,
INTERNATIONAL NURSING REVIEW,0020-8132,1466-7657,4.1,Q1,NURSING - SSCI (Q1),0.00228,2,
INTERNATIONAL ORGANIZATION,0020-8183,1531-5088,7.8,Q1,INTERNATIONAL RELATIONS - SSCI (Q1); POLITICAL SCIENCE - SSCI (Q1),0.00939,1.85,
International Peacekeeping,1353-3312,1743-906X,2.3,Q2,INTERNATIONAL RELATIONS - SSCI (Q2),0.00136,1.8,
International Perspectives on Sexual and Reproductive Health,1944-0391,1944-0405,4.4,Q1,"DEMOGRAPHY - SSCI (Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q1); SOCIAL SCIENCES, BIOMEDICAL - SSCI (Q1)",0.00077,2.48,
INTERNATIONAL POLITICAL SCIENCE REVIEW,0192-5121,1460-373X,2.2,Q2,POLITICAL SCIENCE - SSCI (Q2),0.00275,1.9,
International Political Sociology,1749-5679,1749-5687,2.4,Q2,INTERNATIONAL RELATIONS - SSCI (Q2); POLITICAL SCIENCE - SSCI (Q2); SOCIOLOGY - SSCI (Q2),0.00178,1.93,
International Politics,1384-5748,1740-3898,1.4,Q3,INTERNATIONAL RELATIONS - SSCI (Q3); POLITICAL SCIENCE - SSCI (Q3),0.00143,1.85,
INTERNATIONAL PSYCHOGERIATRICS,1041-6102,1741-203X,7,Q1,"GERONTOLOGY - SSCI (Q1); PSYCHOLOGY, CLINICAL - SSCI (Q1)",0.00811,2.75,
International Public Management Journal,1096-7494,1559-3169,2.6,Q3,PUBLIC ADMINISTRATION - SSCI (Q3),0.00165,2.8,
INTERNATIONAL REGIONAL SCIENCE REVIEW,0160-0176,1552-6925,2.3,Q3,ENVIRONMENTAL STUDIES - SSCI (Q3); REGIONAL & URBAN PLANNING - SSCI (Q4); URBAN STUDIES - SSCI (Q3),0.00075,3,
International Relations,0047-1178,1741-2862,1.6,Q3,INTERNATIONAL RELATIONS - SSCI (Q3),0.00148,1.8,
International Relations of the Asia-Pacific,1470-482X,1470-4838,1.4,Q3,INTERNATIONAL RELATIONS - SSCI (Q3),0.00114,1.8,
International Review for the Sociology of Sport,1012-6902,1461-7218,2.3,Q2,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q3); SOCIOLOGY - SSCI (Q2)",0.00226,2.85,
INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES,0020-8523,1461-7226,2.3,Q3,PUBLIC ADMINISTRATION - SSCI (Q3),0.00214,2.8,
International Review of Economics & Finance,1059-0560,1873-8036,4.5,Q1,"BUSINESS, FINANCE - SSCI (Q1); ECONOMICS - SSCI (Q1)",0.00619,2.45,
International Review of Economics Education,1477-3880,2352-4421,2.1,Q3,ECONOMICS - SSCI (Q3); EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.00025,2.25,
International Review of Finance,1369-412X,1468-2443,1.7,Q3,"BUSINESS, FINANCE - SSCI (Q3)",0.00079,2.8,
International Review of Financial Analysis,1057-5219,1873-8079,8.2,Q1,"BUSINESS, FINANCE - SSCI (Q1)",0.00882,2.8,
INTERNATIONAL REVIEW OF LAW AND ECONOMICS,0144-8188,1873-6394,1.1,Q3,ECONOMICS - SSCI (Q4); LAW - SSCI (Q3),0.00124,1.7,
INTERNATIONAL REVIEW OF PSYCHIATRY,0954-0261,1369-1627,2.8,Q3,PSYCHIATRY - SSCI (Q3),0.0033,3.35,
International Review of Research in Open and Distributed Learning,1492-3831,1492-3831,3.4,Q2,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q2),0.00237,2.4,
INTERNATIONAL REVIEW OF SOCIAL HISTORY,0020-8590,1469-512X,0.8,Q1,HISTORY - SSCI (Q1),0.00087,0.6,
International Review of Social Psychology,2397-8570,2397-8570,2.5,Q3,"PSYCHOLOGY, SOCIAL - SSCI (Q3)",0.00185,2.7,
International Review of Sport and Exercise Psychology,1750-984X,1750-9858,5.5,Q1,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI (Q2); PSYCHOLOGY, APPLIED - SSCI (Q1)",0.00234,3.4,
International Review of the Red Cross,1816-3831,1607-5889,0.7,Q4,LAW - SSCI (Q4),0.00061,1.3,
INTERNATIONAL SECURITY,0162-2889,1531-4804,5,Q1,INTERNATIONAL RELATIONS - SSCI (Q1),0.00418,1.8,
International Small Business Journal-Researching Entrepreneurship,0266-2426,1741-2870,7.1,Q1,BUSINESS - SSCI (Q2); MANAGEMENT - SSCI (Q1),0.00286,4.8,
INTERNATIONAL SOCIAL WORK,0020-8728,1461-7234,2.2,Q2,SOCIAL WORK - SSCI (Q2),0.00256,1.8,
INTERNATIONAL SOCIOLOGY,0268-5809,1461-7242,2.1,Q2,SOCIOLOGY - SSCI (Q2),0.00143,2.1,
International Studies Perspectives,1528-3577,1528-3585,2.4,Q2,INTERNATIONAL RELATIONS - SSCI (Q2),0.00094,1.8,
INTERNATIONAL STUDIES QUARTERLY,0020-8833,1468-2478,2.6,Q1,INTERNATIONAL RELATIONS - SSCI (Q1); POLITICAL SCIENCE - SSCI (Q2),0.00881,1.85,
International Studies Review,1521-9488,1468-2486,3.3,Q1,INTERNATIONAL RELATIONS - SSCI (Q1); POLITICAL SCIENCE - SSCI (Q1),0.00315,1.85,
INTERNATIONAL TAX AND PUBLIC FINANCE,0927-5940,1573-6970,1,Q4,ECONOMICS - SSCI (Q4),0.00159,2.1,
International Theory,1752-9719,1752-9727,3.3,Q1,INTERNATIONAL RELATIONS - SSCI (Q1); POLITICAL SCIENCE - SSCI (Q1),0.00128,1.85,
International Transactions in Operational Research,0969-6016,1475-3995,3.1,Q3,MANAGEMENT - SSCI (Q3),0.00382,4.8,
Internet and Higher Education,1096-7516,1873-5525,8.6,Q1,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q1),0.00273,2.4,
Internet Interventions-The Application of Information Technology in Mental and Behavioural Health,N/A,2214-7829,4.3,Q1,"PSYCHOLOGY, CLINICAL - SSCI (Q1)",0.00346,2.8,
Internet Research,1066-2243,1066-2243,5.9,Q2,BUSINESS - SSCI (Q2),0.00515,4.8,
Interpreter and Translator Trainer,1750-399X,1757-0417,1.5,Q2,LINGUISTICS - SSCI (Q2),0.00082,1.2,
Interpreting,1384-6647,1569-982X,1.9,Q2,LINGUISTICS - SSCI (Q2),0.00041,1.2,
Intersecciones en Antropologia,1850-373X,1850-373X,0.3,Q4,ANTHROPOLOGY - SSCI (Q4),0.00023,1.2,
INTERVENTION IN SCHOOL AND CLINIC,1053-4512,1538-4810,0.8,Q4,"EDUCATION, SPECIAL - SSCI (Q4)",0.00062,2,
Interventions-International Journal of Postcolonial Studies,1369-801X,1469-929X,0.7,Q2,CULTURAL STUDIES - SSCI (Q3); HISTORY - SSCI (Q2),0.00187,0.8,
Investigacion Bibliotecologica,0187-358X,2448-8321,0.4,Q4,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI (Q4),0.00024,2.8,
Investigacion Economica,0185-1667,N/A,0.6,Q4,ECONOMICS - SSCI (Q4),0.00011,2.1,
Investment Analysts Journal,1029-3523,2077-0227,0.9,Q4,"BUSINESS, FINANCE - SSCI (Q4)",0.00011,2.8,
Inzinerine Ekonomika-Engineering Economics,1392-2785,2029-5839,2.8,Q2,ECONOMICS - SSCI (Q2),0.00041,2.1,
IOWA LAW REVIEW,0021-0552,N/A,1.3,Q2,LAW - SSCI (Q2),0.00138,1.3,
I-Perception,2041-6695,2041-6695,1.9,Q3,"PSYCHOLOGY, EXPERIMENTAL - SSCI (Q3)",0.00178,2.4,
IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,0019-042X,1613-4141,1.5,Q2,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q4); LINGUISTICS - SSCI (Q2),0.00055,1.8,
Iranian Journal of Public Health,2251-6085,2251-6093,1.4,Q4,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q4)",0.00318,3.05,
Iranian Studies,0021-0862,1475-4819,0.3,Q4,AREA STUDIES - SSCI (Q4),0.00071,1,
Irish Educational Studies,0332-3315,1747-4965,1.7,Q3,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q3),0.0007,2.4,
Irish Political Studies,0790-7184,1743-9078,0.7,Q4,POLITICAL SCIENCE - SSCI (Q4),0.00054,1.9,
ISIS,0021-1753,1545-6994,0.6,Q3,HISTORY & PHILOSOPHY OF SCIENCE - SSCI (Q3),0.00105,0.75,
Island Studies Journal,N/A,1715-2593,1.5,Q3,"GEOGRAPHY - SSCI (Q4); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI (Q3)",0.00068,2.15,
Israel Affairs,1353-7121,1743-9086,0.4,Q4,AREA STUDIES - SSCI (Q4),0.0009,1,
Israel Journal of Health Policy Research,2045-4015,2045-4015,4.5,Q1,"HEALTH POLICY & SERVICES - SSCI (Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q1)",0.00206,2.92,
ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES,0333-7308,0333-7308,0.4,Q4,PSYCHIATRY - SSCI (Q4),0.00024,3.35,
ISSUES IN LAW & MEDICINE,8756-8160,N/A,0.9,Q3,LAW - SSCI (Q3),0.0001,1.3,
Issues in Mental Health Nursing,0161-2840,1096-4673,2.1,Q2,NURSING - SSCI (Q2); PSYCHIATRY - SSCI (Q3),0.00298,2.67,
ISSUES IN SCIENCE AND TECHNOLOGY,0748-5492,1938-1557,1.7,Q3,SOCIAL ISSUES - SSCI (Q3),0.00094,2.3,
Itinerario-International Journal on the History of European Expansion and Global Interaction,0165-1153,2041-2827,0.8,Q1,HISTORY - SSCI (Q1),0.00057,0.6,
JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,0021-4027,2366-049X,1.3,Q3,"ECONOMICS - SSCI (Q3); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI (Q3)",0.00119,1.95,
JAMA Psychiatry,2168-622X,2168-6238,25.8,Q1,PSYCHIATRY - SSCI (Q1),0.05089,3.35,
JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,1055-3290,1552-6917,2,Q2,NURSING - SSCI (Q2),0.00181,2,
JAPAN AND THE WORLD ECONOMY,0922-1425,1879-2006,1.3,Q3,ECONOMICS - SSCI (Q3),0.00049,2.1,
Japan Journal of Nursing Science,1742-7932,1742-7924,1.7,Q3,NURSING - SSCI (Q3),0.00105,2,
JAPANESE ECONOMIC REVIEW,1352-4739,1468-5876,1.2,Q4,ECONOMICS - SSCI (Q4),0.00063,2.1,
Japanese Journal of Political Science,1468-1099,1474-0060,1,Q4,POLITICAL SCIENCE - SSCI (Q4),0.00047,1.9,
JAPANESE PSYCHOLOGICAL RESEARCH,0021-5368,1468-5884,0.8,Q4,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI (Q4)",0.00052,2.4,
JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,1460-7425,1460-7425,4.2,Q1,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI (Q1)",0.00177,1.9,
JAVNOST-THE PUBLIC,1318-3222,1854-8377,1.3,Q4,COMMUNICATION - SSCI (Q4),0.00144,2.6,
JCMS-Journal of Common Market Studies,0021-9886,1468-5965,2.2,Q2,ECONOMICS - SSCI (Q2); INTERNATIONAL RELATIONS - SSCI (Q2); POLITICAL SCIENCE - SSCI (Q2),0.00569,1.93,
JFR-Journal of Family Research,N/A,2699-2337,2.8,Q2,FAMILY STUDIES - SSCI (Q2),0.00037,2.2,
JMIR Public Health and Surveillance,2369-2960,2369-2960,8.5,Q1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q1)",0.00907,3.05,
JNP- The Journal for Nurse Practitioners,1555-4155,1878-058X,1,Q4,NURSING - SSCI (Q4),0.00147,2,
JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,0884-2175,1552-6909,1.8,Q3,NURSING - SSCI (Q3),0.00207,2,
Journal for Healthcare Quality,1062-2551,1945-1474,1.3,Q4,HEALTH POLICY & SERVICES - SSCI (Q4),0.00094,2.8,
JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION,0021-8251,1945-2306,2.8,Q2,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q2),0.00133,2.4,
Journal for Specialists in Pediatric Nursing,1539-0136,1744-6155,1.3,Q4,NURSING - SSCI (Q4),0.00061,2,
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,0021-8294,1468-5906,2.4,Q2,SOCIOLOGY - SSCI (Q2),0.00242,2.1,
Journal for the Study of Education and Development,0210-3702,1578-4126,0.8,Q4,"PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q4); PSYCHOLOGY, EDUCATIONAL - SSCI (Q4)",0.00011,2.6,
JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,0021-8308,1468-5914,1.4,Q4,"PSYCHOLOGY, SOCIAL - SSCI (Q4)",0.00099,2.7,
JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,1573-2835,3.6,Q2,"PSYCHOLOGY, CLINICAL - SSCI (Q2); PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q2)",0.00714,2.7,
JOURNAL OF ABNORMAL PSYCHOLOGY,0021-843X,1939-1846,4.6,Q1,"PSYCHIATRY - SSCI (Q2); PSYCHOLOGY, CLINICAL - SSCI (Q1)",0.01028,3.08,
JOURNAL OF ACADEMIC LIBRARIANSHIP,0099-1333,1879-1999,2.6,Q3,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI (Q3),0.00227,2.8,
JOURNAL OF ACCOUNTING & ECONOMICS,0165-4101,1879-1980,5.9,Q1,"BUSINESS, FINANCE - SSCI (Q1); ECONOMICS - SSCI (Q1)",0.01023,2.45,
JOURNAL OF ACCOUNTING AND PUBLIC POLICY,0278-4254,1873-2070,3.6,Q2,"BUSINESS, FINANCE - SSCI (Q2); PUBLIC ADMINISTRATION - SSCI (Q2)",0.00182,2.8,
JOURNAL OF ACCOUNTING RESEARCH,0021-8456,1475-679X,4.4,Q2,"BUSINESS, FINANCE - SSCI (Q2)",0.00764,2.8,
Journal of Addictions Nursing,1088-4602,1548-7148,1.5,Q3,NURSING - SSCI (Q3); SUBSTANCE ABUSE - SSCI (Q4),0.00071,2.7,
JOURNAL OF ADDICTIVE DISEASES,1055-0887,1545-0848,2.3,Q3,SUBSTANCE ABUSE - SSCI (Q3),0.00126,3.4,
JOURNAL OF ADOLESCENCE,0140-1971,1095-9254,3.8,Q1,"PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q1)",0.00784,2.6,
JOURNAL OF ADOLESCENT & ADULT LITERACY,1081-3004,1936-2706,0.9,Q4,EDUCATION & EDUCATIONAL RESEARCH - SSCI (Q4),0.00124,2.4,
Journal of Adolescent Health,1054-139X,1879-1972,7.6,Q1,"PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI (Q1)",0.0237,2.83,
JOURNAL OF ADOLESCENT RESEARCH,0743-5584,1552-6895,2,Q3,"PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q3)",0.00137,2.6,
JOURNAL OF ADULT DEVELOPMENT,1068-0667,1573-3440,2.2,Q3,"PSYCHOLOGY, DEVELOPMENTAL - SSCI (Q3)",0.00068,2.6,
JOURNAL OF ADVANCED NURSING,0309-2402,1365-2648,3.8,Q1,NURSING - SSCI (Q1),0.01212,2,
JOURNAL OF ADVERTISING,0091-3367,1557-7805,5.7,Q1,BUSINESS - SSCI (Q2); COMMUNICATION - SSCI (Q1),0.00458,3.7,
