Q,Rank,CS,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,Column1,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Column2,Normalized Eigenfactor,Column3
Q1,876,,CELL PROLIFERATION,CELL PROLIFERAT,0960-7722,"3,583",5.753,5.505,,4.879,1.258,151,4.5,6.0,0.004290,0.858,85.43,76.154,,0.52443,
Q1,877,,THEORETICAL LINGUISTICS,THEOR LINGUIST,0301-4428,458,5.750,5.500,,3.571,0.083,12,11.8,11.6,0.000400,1.134,100.00,99.733,,0.04889,
Q1,878,,ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,"3,229",5.747,5.494,,5.942,3.028,108,5.5,7.9,0.003970,1.297,71.30,88.603,,0.48535,
Q1,879,,ASTROPHYSICAL JOURNAL,ASTROPHYS J,0004-637X,"269,369",5.745,3.867,,5.509,1.706,"3,157",9.9,8.3,0.284360,1.520,100.00,86.029,,34.69199,
Q1,880,,HUMAN GENETICS,HUM GENET,0340-6717,"8,803",5.743,5.561,,4.907,1.037,108,10.1,7.7,0.013370,2.013,78.70,88.418,,1.63114,
Q1,881,,CANCER,CANCER-AM CANCER SOC,0008-543X,"66,520",5.742,5.578,,6.587,1.416,433,12.5,6.1,0.065520,2.376,89.61,80.943,,7.99366,
Q1,882,,ANAESTHESIA,ANAESTHESIA,0003-2409,"10,476",5.739,4.258,,5.175,2.784,148,8.4,5.8,0.011500,1.278,75.00,85.938,,1.40412,
Q1,883,,EBioMedicine,EBIOMEDICINE,2352-3964,"8,133",5.736,5.582,,6.292,1.527,588,2.7,6.0,0.029330,2.022,94.39,87.319,,3.57829,
Q1,884,,HUMAN REPRODUCTION,HUM REPROD,0268-1161,"31,546",5.733,5.269,,5.818,1.069,246,10.1,7.2,0.032450,1.795,97.56,93.556,,3.95972,
Q1,885,,HEART RHYTHM,HEART RHYTHM,1547-5271,"12,246",5.731,5.219,,4.731,1.680,222,5.6,8.0,0.028620,1.720,90.09,86.594,,3.49230,
Q1,885,,JOURNAL OF FINANCIAL ECONOMICS,J FINANC ECON,0304-405X,"35,682",5.731,5.359,,8.804,1.112,134,13.6,10.8,0.052240,7.171,99.25,97.832,,6.37356,
Q1,887,,TECHNOVATION,TECHNOVATION,0166-4972,"6,562",5.729,5.305,,6.925,1.114,35,10.5,11.0,0.003010,1.127,100.00,95.629,,0.36794,
Q1,887,,TECHNOVATION,TECHNOVATION,0166-4972,"6,562",5.729,5.305,,6.925,1.114,35,10.5,11.0,0.003010,1.127,100.00,95.629,,0.36794,
Q1,889,,Tissue Engineering Part B-Reviews,TISSUE ENG PART B-RE,1937-3368,"3,603",5.724,5.701,,6.873,0.786,28,6.6,7.5,0.004190,1.511,53.57,79.781,,0.51208,
Q1,890,,ENVIRONMENTAL RESEARCH,ENVIRON RES,0013-9351,"19,947",5.715,5.140,,5.735,1.270,697,4.5,6.7,0.031790,1.222,89.81,90.489,,3.87880,
Q1,891,,JOURNAL OF CLIMATE,J CLIMATE,0894-8755,"60,118",5.707,4.918,,6.351,1.030,463,9.3,8.5,0.080250,2.337,100.00,91.935,,9.79108,
Q1,892,,ORGANIZATIONAL RESEARCH METHODS,ORGAN RES METHODS,1094-4281,"6,877",5.705,5.557,,9.289,2.139,36,11.1,10.9,0.006070,3.757,91.67,91.664,,0.74070,
Q1,893,,HARVARD BUSINESS REVIEW,HARVARD BUS REV,0017-8012,"17,974",5.700,5.700,,6.856,0.786,84,15.0,Not Available,0.013550,2.418,100.00,90.151,,1.65403,
Q1,894,,npj Vaccines,NPJ VACCINES,****-****,596,5.699,5.482,,5.433,1.438,48,2.0,6.9,0.002400,1.964,89.58,83.645,,0.29347,
Q1,895,,INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,0920-5691,"16,022",5.698,5.497,,11.042,1.589,90,10.7,5.3,0.025730,4.807,100.00,87.868,,3.14000,
Q1,896,,NEOPLASIA,NEOPLASIA,1476-5586,"7,453",5.696,5.643,,5.270,1.235,98,8.6,7.5,0.008200,1.413,98.98,80.533,,1.00091,
Q1,897,,INTERNATIONAL JOURNAL OF COAL GEOLOGY,INT J COAL GEOL,0166-5162,"14,383",5.692,4.755,,6.139,1.089,146,7.6,12.0,0.014290,1.298,97.26,88.973,,1.74360,
Q1,898,,Circulation-Cardiovascular Imaging,CIRC-CARDIOVASC IMAG,1941-9651,"5,574",5.691,5.497,,6.395,1.432,74,5.5,6.4,0.016320,2.733,98.65,88.987,,1.99110,
Q1,899,,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,0271-678X,"19,492",5.681,5.367,,5.787,2.285,186,8.3,8.8,0.024230,1.718,89.78,85.360,,2.95626,
Q1,900,,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PHILOS T R SOC B,0962-8436,"46,796",5.680,5.574,,6.736,2.583,396,9.7,8.3,0.063840,2.656,70.45,91.935,,7.78926,
Q1,901,,BRITISH JOURNAL OF SURGERY,BRIT J SURG,0007-1323,"23,036",5.676,5.443,,6.085,1.634,202,10.7,6.2,0.027310,2.066,83.17,96.905,,3.33272,
Q1,902,,IEEE-ASME TRANSACTIONS ON MECHATRONICS,IEEE-ASME T MECH,1083-4435,"11,646",5.673,4.879,,5.317,0.686,271,4.6,6.4,0.020520,1.224,99.63,91.336,,2.50463,
Q1,902,,JOURNAL OF NEUROSCIENCE,J NEUROSCI,0270-6474,"167,114",5.673,5.399,,6.335,1.156,729,10.6,9.3,0.181170,2.583,100.00,85.793,,22.10363,
Q1,904,,AUTOMATION IN CONSTRUCTION,AUTOMAT CONSTR,0926-5805,"11,379",5.669,4.585,,6.121,1.220,282,5.3,6.2,0.010190,0.802,92.20,96.289,,1.24376,
Q1,905,,International Journal of Contemporary Hospitality Management,INT J CONTEMP HOSP M,0959-6119,"6,888",5.667,4.360,,6.226,0.576,229,4.8,9.0,0.005080,0.656,94.32,90.775,,0.62020,
Q1,906,,Current Opinion in Environmental Sustainability,CURR OPIN ENV SUST,1877-3435,"5,291",5.658,5.388,,6.712,2.140,86,5.0,3.9,0.010230,1.770,25.58,82.471,,1.24848,
Q1,907,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,J ENVIRON MANAGE,0301-4797,"44,264",5.647,5.058,,5.708,1.404,"1,686",5.0,6.9,0.045260,0.925,93.48,87.736,,5.52202,
Q1,908,,IEEE TRANSACTIONS ON COMMUNICATIONS,IEEE T COMMUN,0090-6778,"21,516",5.646,4.947,,5.103,1.232,629,5.6,5.3,0.037540,1.457,100.00,88.810,,4.58013,
Q1,909,,ASTRONOMY & ASTROPHYSICS,ASTRON ASTROPHYS,0004-6361,"135,619",5.636,3.889,,5.395,1.699,"2,019",8.2,8.5,0.174430,1.532,100.00,84.559,,21.28100,
Q1,910,,npj Genomic Medicine,NPJ GENOM MED,2056-7944,574,5.631,5.431,,5.802,0.500,28,2.4,5.3,0.003320,2.747,96.43,87.853,,0.40624,
Q1,911,,Cancer Communications,CANCER COMMUN,****-****,465,5.627,4.746,,5.642,1.566,53,1.4,5.4,0.000860,1.027,75.47,80.123,,0.10597,
Q1,911,,PROCEEDINGS OF THE COMBUSTION INSTITUTE,P COMBUST INST,1540-7489,"16,963",5.627,4.343,,5.537,1.867,637,8.1,9.3,0.015740,1.341,99.06,89.440,,1.92108,
Q1,913,,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,IEEE T AUTOMAT CONTR,0018-9286,"46,732",5.625,5.181,,5.697,1.485,513,10.8,9.4,0.062770,2.174,100.00,88.503,,7.65880,
Q1,914,,JOURNAL OF SANDWICH STRUCTURES & MATERIALS,J SANDW STRUCT MATER,1099-6362,"1,618",5.616,5.247,,4.905,1.857,119,4.1,9.5,0.001720,0.811,100.00,90.536,,0.20994,
Q1,915,,MOLECULAR CANCER THERAPEUTICS,MOL CANCER THER,1535-7163,"19,457",5.615,5.526,,5.766,1.037,217,7.3,6.6,0.028690,1.685,96.77,79.713,,3.50114,
Q1,916,,DEVELOPMENT,DEVELOPMENT,0950-1991,"53,471",5.611,5.276,,6.192,1.316,377,11.4,8.6,0.071180,2.686,90.72,89.024,,8.68472,
Q1,916,,EXPERT OPINION ON THERAPEUTIC PATENTS,EXPERT OPIN THER PAT,1354-3776,"3,350",5.611,5.443,,4.006,0.831,71,5.1,5.1,0.005090,0.855,12.68,93.520,,0.62152,
Q1,918,,BIOINFORMATICS,BIOINFORMATICS,1367-4803,"122,242",5.610,5.229,,9.853,1.484,"1,053",8.4,6.5,0.218180,4.382,99.53,92.040,,26.61874,
Q1,919,,RHEUMATOLOGY,RHEUMATOLOGY,1462-0324,"20,501",5.606,5.361,,5.350,2.027,263,7.9,6.5,0.028810,1.683,84.41,89.063,,3.51580,
Q1,920,,International Journal of Neural Systems,INT J NEURAL SYST,0129-0657,"1,963",5.604,4.119,,4.834,0.754,57,4.9,8.9,0.002910,0.984,100.00,87.132,,0.35613,
Q1,920,,Materials Today Energy,MATER TODAY ENERGY,2468-6069,"1,474",5.604,5.464,,Not Available,1.467,135,1.7,4.4,0.003190,Not Available,86.67,77.756,,0.38962,
Q1,922,,Current Opinion in Electrochemistry,CURR OPIN ELECTROCHE,2451-9103,"1,855",5.579,5.348,,5.579,1.782,133,1.8,3.6,0.004690,1.282,0.00,77.347,,0.57254,
Q1,923,,FUEL,FUEL,0016-2361,"75,609",5.578,4.591,,5.776,1.829,"2,142",5.3,7.2,0.085940,1.017,97.95,83.390,,10.48541,
Q1,924,,PROCEEDINGS OF THE NUTRITION SOCIETY,P NUTR SOC,0029-6651,"5,906",5.577,5.414,,5.801,2.295,44,10.0,6.9,0.005350,1.478,100.00,88.202,,0.65329,
Q1,925,,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,EUR J MED CHEM,0223-5234,"40,425",5.572,4.727,,5.207,1.573,956,5.1,7.1,0.043060,0.798,81.38,92.623,,5.25388,
Q1,926,,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,ULTRASOUND OBST GYN,0960-7692,"13,078",5.571,4.634,,5.361,1.909,165,7.8,7.3,0.018050,1.561,88.48,93.726,,2.20312,
Q1,927,,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,1084-8045,"8,150",5.570,5.092,,5.160,1.460,213,3.6,5.2,0.011810,0.800,84.98,92.241,,1.44117,
Q1,928,,BRAIN PATHOLOGY,BRAIN PATHOL,1015-6305,"5,308",5.568,5.439,,5.750,2.333,54,8.6,8.7,0.007020,1.760,94.44,88.687,,0.85684,
Q1,929,,AMERICAN ECONOMIC REVIEW,AM ECON REV,0002-8282,"56,695",5.561,5.358,,7.873,1.944,125,16.3,9.2,0.121120,9.127,100.00,97.709,,14.77762,
Q1,930,,JOURNAL OF MOLECULAR DIAGNOSTICS,J MOL DIAGN,1525-1578,"4,299",5.553,5.217,,5.158,1.260,77,6.0,5.3,0.009700,1.927,94.81,90.385,,1.18446,
Q1,930,,Journal of the International AIDS Society,J INT AIDS SOC,****-****,"4,956",5.553,5.003,,5.867,0.887,177,3.9,4.6,0.018220,2.378,89.27,85.999,,2.22342,
Q1,932,,Translational Neurodegeneration,TRANSL NEURODEGENER,2047-9158,"1,030",5.551,5.478,,Not Available,0.649,37,3.6,7.0,0.002790,Not Available,72.97,85.055,,0.34107,
Q1,933,,Virus Evolution,VIRUS EVOL,****-****,"1,138",5.549,5.268,,Not Available,0.755,53,3.3,7.7,0.005420,Not Available,96.23,90.541,,0.66148,
Q1,934,,JOURNAL OF CELLULAR PHYSIOLOGY,J CELL PHYSIOL,0021-9541,"26,456",5.546,4.958,,4.834,2.142,"2,027",4.9,6.9,0.024290,0.959,79.18,83.552,,2.96360,
Q1,935,,QUARTERLY REVIEWS OF BIOPHYSICS,Q REV BIOPHYS,0033-5835,"2,066",5.545,5.545,,6.171,4.000,2,13.8,12.9,0.002530,2.873,0.00,90.845,,0.30975,
Q1,936,,SURVEYS IN GEOPHYSICS,SURV GEOPHYS,0169-3298,"3,077",5.544,5.243,,5.526,3.948,58,6.1,7.8,0.006230,2.110,46.55,93.529,,0.76058,
Q1,937,,Soft Robotics,SOFT ROBOT,2169-5172,"1,635",5.543,5.043,,9.155,0.674,46,3.8,5.5,0.004600,2.095,100.00,91.071,,0.56166,
Q1,938,,Acta Physiologica,ACTA PHYSIOL,1748-1708,"5,106",5.542,4.231,,4.889,1.910,100,5.5,9.3,0.008320,1.217,82.00,90.741,,1.01609,
Q1,938,,Virulence,VIRULENCE,2150-5594,"4,334",5.542,5.462,,5.946,0.857,77,5.2,8.7,0.009420,1.626,72.73,84.788,,1.14964,
Q1,940,,AUTOMATICA,AUTOMATICA,0005-1098,"39,422",5.541,5.150,,6.583,1.053,506,7.7,8.4,0.066620,2.341,100.00,87.521,,8.12849,
Q1,940,,CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,CLIN PSYCHOL-SCI PR,0969-5893,"3,680",5.541,5.432,,5.248,3.429,7,15.5,8.4,0.002760,2.086,14.29,96.565,,0.33737,
Q1,940,,Scientific Data,SCI DATA,****-****,"5,761",5.541,5.240,,7.670,0.703,357,3.0,6.5,0.028720,3.168,100.00,85.211,,3.50450,
Q1,943,,NEURAL NETWORKS,NEURAL NETWORKS,0893-6080,"14,065",5.535,4.997,,7.309,1.248,202,7.9,6.7,0.018910,1.899,97.03,85.542,,2.30809,
Q1,944,,Implementation Science,IMPLEMENT SCI,1748-5908,"10,777",5.531,5.027,,6.024,0.806,103,6.5,6.8,0.020190,2.004,79.61,98.403,,2.46399,
Q1,944,,Implementation Science,IMPLEMENT SCI,1748-5908,"10,777",5.531,5.027,,6.024,0.806,103,6.5,6.8,0.020190,2.004,79.61,98.403,,2.46399,
Q1,946,,Pain and Therapy,PAIN THER,2193-8237,354,5.526,5.421,,Not Available,0.833,24,2.6,7.0,0.001230,Not Available,62.50,88.480,,0.15075,
Q1,947,,OBSTETRICS AND GYNECOLOGY,OBSTET GYNECOL,0029-7844,"33,600",5.524,4.973,,5.618,1.316,326,9.9,6.8,0.047930,2.216,97.24,93.293,,5.84769,
Q1,948,,BIOLOGY AND FERTILITY OF SOILS,BIOL FERT SOILS,0178-2762,"9,526",5.521,4.215,,4.790,0.970,66,12.5,8.9,0.006090,1.003,98.48,96.053,,0.74329,
Q1,949,,BRITISH JOURNAL OF HAEMATOLOGY,BRIT J HAEMATOL,0007-1048,"23,759",5.518,5.056,,5.287,1.862,275,9.0,6.5,0.033130,1.761,78.18,82.237,,4.04302,
Q1,950,,CURRENT OPINION IN GENETICS & DEVELOPMENT,CURR OPIN GENET DEV,0959-437X,"7,707",5.512,5.493,,5.474,0.606,71,8.8,4.3,0.016170,2.542,0.00,80.952,,1.97350,
Q1,951,,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,J AM SOC ECHOCARDIOG,0894-7317,"11,347",5.508,4.818,,6.812,1.176,131,8.0,7.5,0.018230,2.307,93.89,85.145,,2.22489,
Q1,952,,JOURNAL OF POLITICAL ECONOMY,J POLIT ECON,0022-3808,"26,002",5.504,5.381,,7.160,2.304,69,28.8,11.4,0.035040,11.421,98.55,97.439,,4.27511,
Q1,953,,Sustainable Energy & Fuels,SUSTAIN ENERG FUELS,2398-4902,"2,985",5.503,5.225,,5.505,1.138,320,1.8,4.9,0.007220,1.205,91.88,76.529,,0.88205,
Q1,954,,Circulation-Cardiovascular Interventions,CIRC-CARDIOVASC INTE,1941-7640,"5,012",5.493,5.254,,6.068,0.935,108,4.8,5.4,0.018140,2.775,88.89,84.420,,2.21404,
Q1,955,,Journal of Ginseng Research,J GINSENG RES,1226-8453,"2,350",5.487,4.895,,5.194,1.377,77,3.8,8.8,0.002990,0.768,90.91,94.599,,0.36567,
Q1,956,,Business Strategy and the Environment,BUS STRATEG ENVIRON,0964-4733,"5,409",5.483,3.824,,6.221,1.325,117,7.6,9.4,0.002590,0.613,99.15,90.345,,0.31659,
Q1,956,,PAIN,PAIN,0304-3959,"37,753",5.483,4.923,,6.474,1.959,270,11.1,8.1,0.035730,2.078,82.22,85.040,,4.35954,
Q1,958,,NanoImpact,NANOIMPACT,2452-0748,728,5.478,4.733,,5.533,1.000,52,2.3,6.0,0.001570,1.023,92.31,78.873,,0.19231,
Q1,959,,EXPERT OPINION ON THERAPEUTIC TARGETS,EXPERT OPIN THER TAR,1472-8222,"5,169",5.473,5.407,,4.917,1.369,65,6.2,6.6,0.007470,1.202,9.23,92.407,,0.91136,
Q1,960,,APPLIED SOFT COMPUTING,APPL SOFT COMPUT,1568-4946,"24,071",5.472,4.835,,5.390,1.176,692,4.2,6.8,0.034920,0.911,99.13,88.932,,4.26039,
Q1,961,,STRATEGIC MANAGEMENT JOURNAL,STRATEGIC MANAGE J,0143-2095,"35,339",5.471,4.897,,7.859,0.878,90,16.4,13.3,0.026500,3.143,98.89,88.829,,3.23411,
Q1,962,,Microbiology Spectrum,MICROBIOL SPECTR,2165-0497,"3,701",5.465,5.396,,Not Available,0.709,110,3.7,10.8,0.015230,Not Available,100.00,83.333,,1.85921,
Q1,963,,EXPERT SYSTEMS WITH APPLICATIONS,EXPERT SYST APPL,0957-4174,"43,958",5.452,4.807,,5.448,1.563,710,6.9,7.4,0.038830,0.915,95.92,90.426,,4.73739,
Q1,964,,WASTE MANAGEMENT,WASTE MANAGE,0956-053X,"30,533",5.448,4.808,,5.997,1.195,564,5.9,6.7,0.028550,0.921,98.23,83.585,,3.48416,
Q1,965,,IEEE Transactions on Transportation Electrification,IEEE T TRANSP ELECTR,2332-7782,"1,572",5.444,4.765,,6.276,0.517,118,2.7,4.6,0.004710,1.563,96.61,87.641,,0.57548,
Q1,966,,CANCER IMMUNOLOGY IMMUNOTHERAPY,CANCER IMMUNOL IMMUN,0340-7004,"8,390",5.442,5.245,,4.781,1.538,160,6.9,6.2,0.011550,1.290,85.00,79.050,,1.40910,
Q1,967,,LANDSCAPE AND URBAN PLANNING,LANDSCAPE URBAN PLAN,0169-2046,"18,415",5.441,5.041,,7.185,1.443,235,7.8,8.1,0.015980,1.337,95.74,94.041,,1.95055,
Q1,967,,LANDSCAPE AND URBAN PLANNING,LANDSCAPE URBAN PLAN,0169-2046,"18,415",5.441,5.041,,7.185,1.443,235,7.8,8.1,0.015980,1.337,95.74,94.041,,1.95055,
Q1,969,,Journal of Physiotherapy,J PHYSIOTHER,1836-9553,"1,406",5.440,4.980,,7.074,0.792,24,5.1,7.6,0.003180,2.068,83.33,98.718,,0.38868,
Q1,970,,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,J ANTIMICROB CHEMOTH,0305-7453,"32,470",5.439,4.946,,5.191,1.358,494,7.7,5.9,0.048840,1.655,96.56,88.138,,5.95921,
Q1,971,,Archives of Disease in Childhood-Fetal and Neonatal Edition,ARCH DIS CHILD-FETAL,1359-2998,"4,868",5.436,5.033,,4.710,2.000,102,6.2,7.8,0.009820,1.700,86.27,97.266,,1.19908,
Q1,972,,Cancer Biology & Medicine,CANCER BIOL MED,2095-3941,"1,389",5.432,5.227,,Not Available,0.297,64,3.8,5.9,0.003640,Not Available,73.44,82.382,,0.44448,
Q1,972,,INTERNATIONAL SECURITY,INT SECURITY,0162-2889,"3,328",5.432,4.270,,5.653,1.263,19,15.3,8.8,0.003520,2.937,94.74,99.474,,0.42983,
Q1,974,,EXPERIMENTAL AND MOLECULAR MEDICINE,EXP MOL MED,1226-3613,"5,536",5.418,5.362,,5.958,0.685,149,4.5,7.5,0.010300,1.505,78.52,84.913,,1.25671,
Q1,975,,Clinical Psychological Science,CLIN PSYCHOL SCI,2167-7026,"2,599",5.415,5.063,,Not Available,1.443,88,4.1,9.3,0.011100,Not Available,87.50,92.256,,1.35492,
Q1,975,,Clinical Psychological Science,CLIN PSYCHOL SCI,2167-7026,"2,599",5.415,5.063,,Not Available,1.443,88,4.1,9.3,0.011100,Not Available,87.50,92.256,,1.35492,
Q1,977,,ATMOSPHERIC CHEMISTRY AND PHYSICS,ATMOS CHEM PHYS,1680-7316,"53,236",5.414,3.947,,5.958,1.338,817,6.1,7.9,0.080060,1.504,99.76,88.732,,9.76732,
Q1,978,,Annual Review of Cancer Biology-Series,ANNU REV CANCER BIOL,2472-3428,318,5.413,5.370,,5.457,2.826,23,2.0,6.0,0.001270,2.194,100.00,78.484,,0.15546,
Q1,978,,JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY,J AM MATH SOC,0894-0347,"3,894",5.413,5.326,,5.148,1.130,23,14.8,12.1,0.012480,7.723,100.00,99.537,,1.52282,
Q1,980,,Multiple Sclerosis Journal,MULT SCLER J,1352-4585,"11,792",5.412,5.030,,4.912,2.326,193,6.1,7.1,0.019460,1.413,91.19,85.724,,2.37442,
Q1,981,,Translational Research,TRANSL RES,1931-5244,"4,043",5.411,5.378,,4.853,1.250,96,4.5,7.3,0.008350,1.250,48.96,89.749,,1.01888,
Q1,982,,BIPOLAR DISORDERS,BIPOLAR DISORD,1398-5647,"4,838",5.410,4.846,,4.830,1.305,59,7.8,7.5,0.006610,1.464,86.44,86.218,,0.80714,
Q1,983,,CONSERVATION BIOLOGY,CONSERV BIOL,0888-8892,"22,287",5.405,5.126,,6.099,2.448,125,13.0,7.0,0.019010,2.091,92.80,89.394,,2.31939,
Q1,984,,Horticulture Research,HORTIC RES-ENGLAND,2662-6810,"1,360",5.404,4.912,,5.570,1.015,134,2.7,7.5,0.003360,1.244,92.54,92.903,,0.41001,
Q1,985,,Aging and Disease,AGING DIS,2152-5250,"2,367",5.402,5.036,,5.506,1.126,103,3.5,7.7,0.004600,1.160,71.84,93.137,,0.56132,
Q1,986,,IUCrJ,IUCRJ,2052-2525,"1,987",5.401,4.834,,5.732,1.606,104,3.0,8.0,0.008480,2.121,97.12,84.037,,1.03550,
Q1,987,,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,J CLIN ENDOCR METAB,0021-972X,"78,918",5.399,5.069,,5.879,1.430,602,10.7,8.0,0.073110,1.833,93.36,85.664,,8.91998,
Q1,988,,Dialogues in Clinical Neuroscience,DIALOGUES CLIN NEURO,1294-8322,"3,842",5.397,5.382,,7.016,0.077,39,8.2,5.8,0.005280,2.215,97.44,83.210,,0.64502,
Q1,989,,Environmental Sciences Europe,ENVIRON SCI EUR,2190-4707,"1,279",5.394,4.592,,Not Available,1.589,90,3.4,6.5,0.002220,Not Available,91.11,85.849,,0.27179,
Q1,990,,PSYCHOLOGICAL SCIENCE,PSYCHOL SCI,0956-7976,"32,050",5.389,5.245,,7.150,1.028,142,10.4,9.2,0.040360,3.509,100.00,93.841,,4.92438,
Q1,991,,Digital Communications and Networks,DIGIT COMMUN NETW,2468-5925,492,5.382,5.382,,Not Available,0.722,36,2.3,6.8,0.000890,Not Available,91.67,87.222,,0.10903,
Q1,992,,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,IEEE T VEH TECHNOL,0018-9545,"31,066",5.379,4.650,,5.119,1.256,"1,090",3.6,4.8,0.054250,1.105,99.82,86.080,,6.61898,
Q1,993,,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,AM J RESP CELL MOL,1044-1549,"12,243",5.373,5.046,,4.741,2.432,118,8.6,6.8,0.016040,1.603,92.37,81.722,,1.95768,
Q1,994,,MIS QUARTERLY,MIS QUART,0276-7783,"19,613",5.370,5.092,,9.921,0.667,57,13.4,11.7,0.009460,2.818,94.74,93.649,,1.15460,
Q1,994,,MIS QUARTERLY,MIS QUART,0276-7783,"19,613",5.370,5.092,,9.921,0.667,57,13.4,11.7,0.009460,2.818,94.74,93.649,,1.15460,
Q1,996,,Journal of Computer-Mediated Communication,J COMPUT-MEDIAT COMM,1083-6101,"4,757",5.366,5.098,,6.273,0.368,19,11.3,7.2,0.004580,2.202,100.00,97.205,,0.55972,
Q1,997,,npj Climate and Atmospheric Science,NPJ CLIM ATMOS SCI,2397-3722,319,5.365,5.154,,Not Available,0.976,41,1.4,7.2,0.001690,Not Available,100.00,89.785,,0.20621,
Q1,998,,ACTA PSYCHIATRICA SCANDINAVICA,ACTA PSYCHIAT SCAND,0001-690X,"13,539",5.362,5.169,,5.706,1.484,93,14.4,8.3,0.011750,1.943,80.65,88.922,,1.43361,
Q1,998,,ACTA PSYCHIATRICA SCANDINAVICA,ACTA PSYCHIAT SCAND,0001-690X,"13,539",5.362,5.169,,5.706,1.484,93,14.4,8.3,0.011750,1.943,80.65,88.922,,1.43361,
Q1,1000,,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,J CARDIOVASC MAGN R,1097-6647,"5,205",5.361,4.037,,5.184,0.360,75,6.0,6.7,0.011120,1.762,97.33,87.149,,1.35715,
Q1,1001,,Advances in Immunology,ADV IMMUNOL,0065-2776,"2,357",5.359,5.282,,7.136,0.200,20,9.5,8.0,0.003740,2.695,0.00,78.165,,0.45673,
Q1,1001,,PEDIATRICS,PEDIATRICS,0031-4005,"79,434",5.359,5.035,,6.450,1.122,484,10.0,6.8,0.096780,2.363,93.39,96.484,,11.80801,
Q1,1003,,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,MON NOT R ASTRON SOC,0035-8711,"179,960",5.356,2.895,,5.001,2.044,"4,001",5.9,8.0,0.252650,1.204,100.00,83.088,,30.82336,
Q1,1004,,ACADEMIC MEDICINE,ACAD MED,1040-2446,"17,605",5.354,4.267,,6.750,1.642,215,7.9,6.7,0.028860,2.364,90.70,98.165,,3.52191,
Q1,1005,,RESEARCH POLICY,RES POLICY,0048-7333,"24,828",5.351,4.716,,7.929,1.615,192,10.8,10.1,0.017260,1.909,100.00,89.602,,2.10611,
Q1,1006,,RNA Biology,RNA BIOL,1547-6286,"6,589",5.350,5.217,,5.414,1.140,164,5.3,6.9,0.015820,1.899,91.46,84.007,,1.93058,
Q1,1007,,Journal of Materials Chemistry B,J MATER CHEM B,2050-750X,"25,469",5.344,4.999,,5.022,1.272,685,3.7,5.3,0.048780,0.910,89.78,77.632,,5.95214,
Q1,1008,,CRISPR Journal,CRISPR J,2573-1599,218,5.343,4.486,,5.343,0.857,35,1.4,3.8,0.001170,2.658,94.29,86.158,,0.14329,
Q1,1009,,Polymer Chemistry,POLYM CHEM-UK,1759-9954,"23,757",5.342,4.694,,4.671,1.139,649,4.2,6.7,0.041970,0.902,94.61,91.573,,5.12096,
Q1,1010,,TALANTA,TALANTA,0039-9140,"46,776",5.339,4.884,,4.711,1.850,"1,207",5.6,6.3,0.047800,0.804,91.88,87.791,,5.83225,
Q1,1011,,Biological Psychiatry-Cognitive Neuroscience and Neuroimaging,BIOL PSYCHIAT-COGN N,2451-9022,"1,361",5.335,5.102,,Not Available,1.505,99,2.1,7.9,0.005880,Not Available,87.88,82.841,,0.71769,
Q1,1012,,NEUROBIOLOGY OF DISEASE,NEUROBIOL DIS,0969-9961,"17,200",5.332,5.061,,5.383,2.086,326,7.3,8.3,0.023770,1.611,69.02,82.472,,2.90113,
Q1,1013,,HEALTH AFFAIRS,HEALTH AFFAIR,0278-2715,"17,516",5.331,5.000,,5.710,1.085,235,7.1,4.3,0.047430,3.097,99.57,96.848,,5.78647,
Q1,1013,,HEALTH AFFAIRS,HEALTH AFFAIR,0278-2715,"17,516",5.331,5.000,,5.710,1.085,235,7.1,4.3,0.047430,3.097,99.57,96.848,,5.78647,
Q1,1015,,ESMO Open,ESMO OPEN,****-****,"1,286",5.329,4.570,,Not Available,0.919,74,2.5,3.9,0.004150,Not Available,54.05,78.074,,0.50666,
